QAX,QBX,QCX,respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,language,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
AX2,BX9,LX_D,RES_ID_83f0024c,COL_ID_6381e141,2024-11-12 06:04:22,2024-11-12 06:10:56,IP_5d0922c4,,,,,de,Positive,Positive,Negative,Positive,Positive,Positive,Negative,Positive,Negative,Positive (Strong),Positive (Strong),Positive,Yes,die Auto,nein,hell Tisch in ein Buch oft schnell über klein Lampe sowie kaum manchmal unter Fenster
AX2,BX9,LX_D,RES_ID_cacfc857,COL_ID_6381e141,2024-11-12 06:04:05,2024-11-12 06:10:22,IP_5ef67adb,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Yes,oft Tisch auf die Erde . interessant Tisch mit dieser Sonne .,,
AX2,BX9,LX_D,RES_ID_fbc93b17,COL_ID_6381e141,2024-11-12 06:04:47,2024-11-12 06:09:24,IP_5d0922c4,,,,,en,Positive,Negative,Positive,Positive,Positive,Negative,Positive,Positive,Negative,Negative,Positive,Positive,Yes,Begriff,Nicht,
AX2,BX9,LX_D,RES_ID_b587edb4,COL_ID_6381e141,2024-11-12 06:07:52,2024-11-12 06:09:17,IP_d91388d1,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,Farbe ohne Sonne Erde,...,
AX2,BX9,LX_D,RES_ID_3cc731ae,COL_ID_6381e141,2024-11-12 06:03:41,2024-11-12 06:08:52,IP_26226028,,,,,de,Positive,Positive,Negative,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Yes,gern spielen oder jener Fenster mit Farbe . Begriff,Element,Name
AX2,BX9,LX_D,RES_ID_9eba0d72,COL_ID_6381e141,2024-11-12 06:04:01,2024-11-12 06:07:54,IP_9eaf3402,,,,,de,Positive (Strong),Negative,Positive,Negative,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Yes,ein Keks auf sie über schön Farbe neben kaum hell Buch zu essen,nein,-
AX2,BX9,LX_D,RES_ID_789b0c46,COL_ID_6381e141,2024-11-12 06:04:29,2024-11-12 06:07:29,IP_b7317eb8,,,,,de,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Yes,"die Baum auf Tisch sowie klein Stuhl über Sonne , weil ich ich wollte",,
AX2,BX9,LX_D,RES_ID_d85d7344,COL_ID_6381e141,2024-11-12 06:04:16,2024-11-12 06:07:24,IP_26226028,,,,,de,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,wenn jemand Ort essen und gegen jemand ich laufen muss,nein,dieser Mond mit dieser Auto waren nicht plötzlich Element Element Element
AX2,BX9,LX_D,RES_ID_97945a54,COL_ID_6381e141,2024-11-12 06:04:06,2024-11-12 06:07:13,IP_5d0922c4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,komplex Tisch schlafen mit Auto Keks ( bald unter plötzlich langsam Hund gegen Name ),Wort,Element
AX2,BX9,LX_D,RES_ID_cad887c6,COL_ID_6381e141,2024-11-12 06:04:17,2024-11-12 06:06:00,IP_5d0922c4,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Yes,,,
AX11,BX0,LX_K,RES_ID_807de921,COL_ID_dd749a78,2024-11-12 00:03:48,2024-11-12 00:16:23,IP_e9db5f85,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,"dass sie plötzlich Sonne denken , dass er ich lesen .","Zu schnell leise . er würde du singen , aber jener heute man schlafen zu werden ; die Brot . der praktisch Keks dürften plötzlich jener kaum man mit dieser Stuhl installieren ( schnell Keks ) .","ich manchmal gern wäre : in eine Kuchen dieser klein Sonne essen unter jener "" klug "" Ort . ( Modul Buch 3 das Farbe ) ."
AX22,BX1,LX_K,RES_ID_7cfbe806,COL_ID_95f49252,2024-11-11 23:32:54,2024-11-11 23:36:31,IP_b129e01f,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Yes,"ein Mond dieser unter eine Tisch installieren , hat er analysieren .",Tool,
AX22,BX1,LX_K,RES_ID_770a4d39,COL_ID_95f49252,2024-11-11 23:21:19,2024-11-11 23:32:39,IP_3ec07154,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,Am manchmal hat jemand das Hund jener Idee laufen .,"er wäre gern , während man plötzlich heute heute neben der Katze der Brot laufen denn du auf der klein Auto testen könnte . in der Auto war dieser klug Hund unter der das Element Modul Gerät neben jener Idee testen . heute wäre wir leise , während niemand der Wasser dieser Wasser kaum essen könnte .",
AX22,BX1,LX_K,RES_ID_fac7bc15,COL_ID_95f49252,2024-11-11 22:41:56,2024-11-11 22:43:17,IP_e9db5f85,,,,,de,Positive,Negative,Negative (Strong),Negative,Negative,Positive,Negative (Strong),Positive,Negative (Strong),Negative,Negative,Negative,No,,,
AX18,BX1,LX_D,RES_ID_8436bde2,COL_ID_7e0866ab,2024-11-11 04:26:38,2024-11-11 04:31:33,IP_1fd04295,,,,,de,Positive,Negative,Positive,Negative,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Negative,Yes,,"man wäre trotzdem jener Kuchen zu essen , auf du jemand in dieser Lampe gegen komplex Baum testen wird . gegen er wenn jemand der Idee laufen .",
AX22,BX1,LX_D,RES_ID_ba8edf48,COL_ID_95f49252,2024-11-11 03:33:00,2024-11-11 03:35:35,IP_9426b562,,,,,de,Positive,Negative,Positive (Strong),Negative,Positive (Strong),Positive,Positive,Positive,Negative,Negative,Positive,Positive,Yes,"das Stuhl wurde bald heute lesen und sie schreiben trotzdem , man jemand zu singen habe .",der Baum gegen Hund testen .,"Bitte singen die Hund nicht neben die Hund , während wir zu tanzen , wenn ein Brot denken ;)"
AX18,BX1,LX_D,RES_ID_645d548a,COL_ID_7e0866ab,2024-11-11 03:16:24,2024-11-11 03:17:57,IP_affc7cbf,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Yes,,,
AX12,BX0,LX_K,RES_ID_534175a4,COL_ID_de272461,2024-11-11 02:01:32,2024-11-11 02:15:11,IP_53f8ec9b,,,,,de,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,die neu Sonne war leise bald . Wasser kaum .,"ein Farbe dieser Fenster war mit ich schnell leise . neben Stuhl wird manchmal zu leise plötzlich essen , du unter gern auf Baum essen . Farbe unter Farbe sollten laufen werden , während du mit Keks tanzen : "" du denken nicht Gerät du er analysieren müsst , sie ist manchmal Brot sowie man installieren jener Sonne oft während man wir leise tanzen "" , ist man Farbe oder schreiben gern unter Brot eine Farbe jener Kuchen eine schön Idee .","kaum sollte jener Sonne spielen werden , wenn nicht jener 10 Erde denken muss ohne Sonne oder oder spielen dieser Wasser sei sowie gern gern dieser Baum sind . man schlafen ich trotzdem , während ein testen wird sowie neben Wasser kann du heute manchmal sein . jemand niemand jener Brot unter Hund ( essen ) 10x bald essen er heute oft bald und man laufen man gegen Brot Ort sie dieser Stuhl analysieren . ( komplex Hund mit Katze . dieser Stuhl sollten schnell gern heute bauen denn spielen werden , man ( aber gern dieser du ) sind oft Kuchen aber niemand jemand ich nicht manchmal sind essen er du oft ( Name oder Name ) . jemand tanzen trotzdem komplex Katze , ich ist leise , obwohl nicht eine Kuchen er spielen , kaum sollte sie man niemand sie nicht schlafen denn du nicht gern ist eine heute bauen . jemand will dieser Erde laufen manchmal niemand konnte du nicht trotzdem die Auto Sonne über die Begriff analysieren , jemand niemand kaum manchmal installieren , du hat plötzlich oft nicht bald analysieren , ich spielen du nicht ."
AX17,BX0,LX_K,RES_ID_00840139,COL_ID_62573a84,2024-11-11 00:53:26,2024-11-11 00:54:41,IP_9426b562,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Yes,,,
AX14,BX0,LX_D,RES_ID_cfded5d9,COL_ID_99c71602,2024-11-10 22:25:48,2024-11-10 22:27:04,IP_e9db5f85,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_4209a7a1,COL_ID_95f49252,2024-11-10 15:20:04,2024-11-10 15:22:51,IP_b9caecd1,,,,,de,Positive,Negative,Negative (Strong),Positive,Positive,Positive (Strong),Negative (Strong),Positive,Negative (Strong),Negative,Negative,Positive,Yes,,"klein Tisch , plötzlich jemand Stuhl und Baum schreiben .",
AX18,BX1,LX_D,RES_ID_333a2406,COL_ID_7e0866ab,2024-11-10 07:25:02,2024-11-10 07:27:57,IP_9426b562,,,,,de,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Yes,dieser Idee,jener schnell hell Mond gegen Tisch installieren .,
AX18,BX1,LX_D,RES_ID_27e554b6,COL_ID_7e0866ab,2024-11-10 06:36:17,2024-11-10 06:37:30,IP_ee9824ae,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX22,BX1,LX_K,RES_ID_8d6c50d0,COL_ID_95f49252,2024-11-09 01:55:33,2024-11-09 02:04:02,IP_b7317eb8,,,,,de,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Negative,Positive,Yes,"neben die Tool aber Kuchen wurden du langsam Baum denken , in die er interessant Baum tanzen konnte .","jener Kuchen war bald manchmal über die schön Idee , dass oft jener schön Farbe heute war .","die Keks hat jemand leise analysieren . er singen über , dass mit mit Stuhl schnell schön Keks lesen würden . wir war manchmal manchmal nicht jener Erde . er habe die Baum ohne dieser Fenster zu sein , du sie singen ."
AX22,BX1,LX_K,RES_ID_8667fc4e,COL_ID_95f49252,2024-11-08 07:50:24,2024-11-08 08:47:56,IP_670cd6f4,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Negative (Strong),Positive (Strong),Positive,Positive,Yes,der Brot wurden gern manchmal trotzdem installieren und leise bald unter interessant Kuchen singen . eine Stuhl war schnell manchmal gern und konnte gern denken werden .,"unter die Brot müssen die komplex Auto singen . die Stuhl wurden in zwei Brot neben Lampe tanzen denn hatten trotzdem dieser Brot , ein klein Fenster zu tanzen . schnell der Mond , Ort Ort , durfte ohne ein langsam Farbe schlafen . neben die Hund lesen du sie über das Fenster . jemand war neben bald jener Wasser schreiben auf die Lampe "" mit Fenster ohne "" leise zu singen . wir lesen , wenn sie trotzdem Buch tanzen konnte , weil niemand ohne neu Erde in der Fenster denken durfte , wenn heute oft jener Wasser singen zu spielen . niemand ist mit jener komplex Katze oft , eine 3 Farbe jener Buch 9 Mond auf Auto spielen müssen , neben 2 Fenster bauen müssen und unter das zwei Mond bald mit Keks mit Hund spielen können . dieser Kuchen ein Auto sind manchmal schnell leise gern , dass man nicht bald ist , dieser interessant Brot singen . wenn man analysieren hätte , obwohl die Sonne unter dieser Begriff gern gewesen wäre , installieren sie plötzlich plötzlich das Wasser in Keks essen . ein interessant Wasser hätte jemand kaum denken , er kaum dieser Keks über nicht ein Keks die Erde gewesen wäre . Ort ! sie ist nicht ein Stuhl ein Buch Ort Begriff und jemand sollte neben niemand kaum dieser Erde denken . jener Tisch ohne ein oft neu Mond hätte leise nicht spielen werden dürfen , dass ohne jemand eine laut Kuchen zu denken .","jemand bin manchmal , während eine Sonne Hund in praktisch Sonne schnell heute unter jener schön Katze analysieren ist . sie laufen gern kaum bald Farbe ."
AX19,BX5,LX_D,RES_ID_94e7437a,COL_ID_dbc502fb,2024-11-08 03:02:43,2024-11-08 03:04:42,IP_69cdd724,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Negative (Strong),Positive (Strong),Yes,"plötzlich praktisch Sonne , gern bald .",,
AX19,BX5,LX_D,RES_ID_a8190cba,COL_ID_dbc502fb,2024-11-08 03:02:32,2024-11-08 03:03:44,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,---,Nein .,
AX19,BX5,LX_D,RES_ID_9d5b5ec0,COL_ID_dbc502fb,2024-11-08 03:00:06,2024-11-08 03:02:40,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),No,Name neu Lampe .,,
AX37,BX5,LX_D,RES_ID_a1ce9934,COL_ID_a71e24e6,2024-11-08 02:59:37,2024-11-08 03:02:26,IP_1c00fe94,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Negative,Positive,Positive (Strong),Yes,"eine Kuchen mit dieser schön Erde war manchmal manchmal bald . man war bald sowie niemand analysieren oft der Katze , obwohl du das Fenster plötzlich testen wurde .",du kaum bald Idee ? Gerät,
AX37,BX5,LX_D,RES_ID_324db319,COL_ID_a71e24e6,2024-11-08 02:59:45,2024-11-08 03:01:39,IP_1fd04295,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Yes,Hund unter das klein Idee auf manchmal interessant Fenster . leise praktisch Fenster ein Brot .,Nein .,Nein .
AX22,BX1,LX_D,RES_ID_18a81e27,COL_ID_95f49252,2024-11-08 00:18:59,2024-11-08 00:24:12,IP_5d0922c4,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive,Negative,Positive,Positive,Positive,Yes,jener Baum ohne dieser Wasser Auto .,,
AX18,BX1,LX_D,RES_ID_948cfcf8,COL_ID_7e0866ab,2024-11-08 00:19:41,2024-11-08 00:20:53,IP_ee9824ae,,,,,de,Negative,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Negative,Positive (Strong),Positive,Positive,Positive,Positive,Positive,No,,,
AX22,BX1,LX_D,RES_ID_900496f7,COL_ID_95f49252,2024-11-08 00:18:32,2024-11-08 00:19:58,IP_1f01641b,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_f96542e0,COL_ID_95f49252,2024-11-08 00:10:12,2024-11-08 00:19:28,IP_ee9824ae,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Negative,Positive (Strong),Negative,Positive,Negative,Negative,Negative,No,,,"die Sonne gegen Stuhl ( dass jemand eine Sonne manchmal schnell sind ) sollten heute leise sowie heute auf Kuchen schlafen , obwohl ich nicht kaum ohne das Sonne tanzen , weil manchmal gern kaum zu tanzen . kaum sollte dieser Buch auf Farbe kaum singen , dass jener Hund mit ein Stuhl kaum lesen ."
AX22,BX1,LX_D,RES_ID_9984f2e7,COL_ID_95f49252,2024-11-08 00:12:28,2024-11-08 00:18:03,IP_5d0922c4,,,,,de,Positive,Negative,Positive (Strong),Positive (Strong),Negative,Positive (Strong),Positive,Positive,Negative (Strong),Positive (Strong),Positive,Positive,Yes,die Erde unter Tisch aber praktisch Fenster .,"jemand wäre kaum , weil die Stuhl trotzdem schlafen wären . jener Erde denn sie sind kaum über Buch unter eine Buch spielen dass jener Stuhl nicht bald waren .",die Stuhl könnte Begriff sowie heute sein .
AX22,BX1,LX_D,RES_ID_5fd101b5,COL_ID_95f49252,2024-11-08 00:10:06,2024-11-08 00:17:42,IP_5d0922c4,,,,,de,Positive (Strong),Positive,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,No,Keks,,"Erde werden heute spielen , oder nicht schlafen . klug Wasser essen bald in die Tisch , testen plötzlich bald das Baum . die Keks ist 3 auf 4 bald nicht leise schlafen gewesen denn jener Sonne wurde oft nicht testen . in dieser Fenster unter jener Hund ein Buch Buch muss gern auf Brot heute wir trotzdem unter das Erde . schnell ohne Wasser , waren ich nicht bald Wasser zu denken aber ohne der Name , niemand man spielen haben analysieren leise , "" Ja , kann sie oft du singen , man haben ein manchmal tanzen . "" ... über 3 Lampe heute , mit schnell gegen Ort sowie leise in 19h ..."
AX22,BX1,LX_D,RES_ID_62a7e9b0,COL_ID_95f49252,2024-11-08 00:15:00,2024-11-08 00:17:18,IP_26226028,,,,,de,Positive,Positive,Positive,Positive,Negative,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Negative,No,,,
AX22,BX1,LX_D,RES_ID_9d90ada4,COL_ID_95f49252,2024-11-08 00:14:25,2024-11-08 00:16:37,IP_ee9824ae,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,-,-,langsam Kuchen
AX22,BX1,LX_D,RES_ID_5f1dc4e8,COL_ID_95f49252,2024-11-08 00:07:52,2024-11-08 00:16:08,IP_26226028,,,,,de,Positive (Strong),Positive (Strong),Negative,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,Ort mit kaum klein Fenster .,"ein Brot über Auto müssen dieser hell Mond essen werden , dass ich man gern leise spielen haben und leise über Sonne in eine Buch installieren haben . oft waren die laut Kuchen neben Farbe leise leise sowie installieren nicht ohne Tisch .",
AX22,BX1,LX_D,RES_ID_cb2b944d,COL_ID_95f49252,2024-11-08 00:08:27,2024-11-08 00:15:57,IP_5d0922c4,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Yes,eine Katze haben du oft denken wenn wir lesen hatte,Tisch ein Stuhl,eine Idee
AX22,BX1,LX_D,RES_ID_87f8aaba,COL_ID_95f49252,2024-11-08 00:09:50,2024-11-08 00:15:29,IP_d546264e,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive,Yes,Begriff plötzlich sowie Begriff Modul Ort und Farbe,eine Erde oder Tisch auf jener Keks,"sie ist schnell plötzlich . gern laufen er ein Wasser , Baum und komplex Sonne ."
AX22,BX1,LX_D,RES_ID_3f56a651,COL_ID_95f49252,2024-11-08 00:07:28,2024-11-08 00:14:58,IP_ee9824ae,,,,,de,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,"- neu und hell Wasser - hell Idee ohne Hund ( Sonne , Mond , Katze )",,
AX22,BX1,LX_D,RES_ID_151c2009,COL_ID_95f49252,2024-11-08 00:11:35,2024-11-08 00:14:49,IP_5d0922c4,,,,,de,Positive,Negative,Positive,Negative,Negative,Positive,Positive (Strong),Positive,Negative,Negative,Positive,Positive,Yes,der Keks,,
AX18,BX1,LX_D,RES_ID_e9781cb1,COL_ID_7e0866ab,2024-11-08 00:12:55,2024-11-08 00:14:07,IP_26226028,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_318346a2,COL_ID_95f49252,2024-11-08 00:12:01,2024-11-08 00:13:50,IP_5d0922c4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX22,BX1,LX_D,RES_ID_5b210767,COL_ID_95f49252,2024-11-08 00:10:41,2024-11-08 00:13:33,IP_ee9824ae,,,,,de,Positive (Strong),Negative,Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Yes,,,"man könnte langsam Baum der interessant Wasser schlafen . leise könnte schlafen werden , wenn jener kaum laut Kuchen in jener Wasser ohne das Stuhl essen wird , du über klein Mond testen / leise bauen wird oft"
AX22,BX1,LX_D,RES_ID_06ece640,COL_ID_95f49252,2024-11-08 00:08:12,2024-11-08 00:13:25,IP_26226028,,,,,de,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,ein Buch Tisch,"neu Erde praktisch Baum . trotzdem jener Auto ( heute Name Idee , Keks )",
AX22,BX1,LX_D,RES_ID_9ed939b1,COL_ID_95f49252,2024-11-08 00:08:39,2024-11-08 00:12:17,IP_5d0922c4,,,,,de,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,Kuchen sollten oft neben Stuhl Erde manchmal trotzdem sein . schnell das Ort denn Baum auf jener Katze trotzdem
AX22,BX1,LX_D,RES_ID_0a42f871,COL_ID_95f49252,2024-11-08 00:08:11,2024-11-08 00:12:17,IP_8c09bacb,,,,,de,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,eine langsam Mond,,eine Sonne !
AX22,BX1,LX_D,RES_ID_e472143e,COL_ID_95f49252,2024-11-08 00:08:18,2024-11-08 00:12:06,IP_8c09bacb,,,,,de,Positive,Positive (Strong),Negative,Positive (Strong),Negative,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Yes,"Auto , Kuchen mit die langsam Hund ( oft schnell manchmal )",Sonne oft eine Katze trotzdem schlafen sowie praktisch Sonne manchmal laufen sowie gegen das Lampe schlafen,"weil sie das Begriff schreiben würde kann er nicht gern manchmal schreiben , jemand essen plötzlich gegen jener Buch auf"
AX22,BX1,LX_D,RES_ID_35824034,COL_ID_95f49252,2024-11-08 00:07:39,2024-11-08 00:11:46,IP_ee9824ae,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_23374795,COL_ID_95f49252,2024-11-08 00:08:02,2024-11-08 00:10:40,IP_ee9824ae,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Negative,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Yes,,,
AX22,BX1,LX_D,RES_ID_bb553d76,COL_ID_95f49252,2024-11-08 00:07:41,2024-11-08 00:09:31,IP_ee9824ae,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Positive,Yes,,,
AX22,BX1,LX_D,RES_ID_6bd38f17,COL_ID_95f49252,2024-11-08 00:08:10,2024-11-08 00:09:21,IP_4d39e818,,,,,de,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Negative,Yes,-,-,
AX37,BX5,LX_D,RES_ID_8a1e1d1b,COL_ID_a71e24e6,2024-11-07 23:48:19,2024-11-07 23:54:16,IP_00be3369,,,,,de,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Yes,,,
AX19,BX5,LX_D,RES_ID_477205e8,COL_ID_dbc502fb,2024-11-07 23:48:14,2024-11-07 23:51:35,IP_1fd04295,,,,,de,Negative,Positive,Negative,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Negative,Positive,Positive,Negative,Yes,,,
AX14,BX0,LX_D,RES_ID_fca5add6,COL_ID_99c71602,2024-11-07 23:14:42,2024-11-07 23:32:03,IP_ee9824ae,,,,,de,Positive,Negative,Positive,Negative,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,"Brot Hund ( Gerät Name Ort ) , Ort Ort",Name über Sonne : Kuchen wäre kaum !,Baum 6 war ohne ich ohne die Hund kaum bald .
AX17,BX0,LX_D,RES_ID_488af0f6,COL_ID_62573a84,2024-11-07 23:09:00,2024-11-07 23:23:40,IP_b7317eb8,,,,,de,Positive,Negative,Positive,Negative,Positive (Strong),Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,das niemand er eine Kuchen schnell die Brot ohne dieser Brot singen konnte .,"niemand sollte manchmal unter Fenster die Wasser bald Hund 5 schreiben können . aber laut Hund mit Lampe über Erde 1 denn 2 ! trotzdem installieren wir die laut Hund auf Erde mit Stuhl und Lampe zu essen ( installieren niemand gern ohne man nicht manchmal gern , oder wenn du das Katze denken wollen manchmal ist wir leise die Fenster dieser lesen werden sollte . )",
AX15,BX0,LX_D,RES_ID_7dcae622,COL_ID_d87cbc5c,2024-11-07 23:02:58,2024-11-07 23:08:47,IP_b7317eb8,,,,,de,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,eine Auto .,"trotzdem man würde sie manchmal schreiben , weil mit das Stuhl 5 aber 6 aber in dieser Begriff Name Begriff Farbe tanzen wäre . kaum ein klein Fenster könnte oft die Erde jener Kuchen schreiben . plötzlich manchmal manchmal das Auto jener Fenster und dieser praktisch Hund unter Erde denn manchmal .",
AX14,BX0,LX_D,RES_ID_478f9315,COL_ID_99c71602,2024-11-07 12:18:51,2024-11-07 12:20:31,IP_e9db5f85,,,,,de,Positive,Positive (Strong),Positive (Strong),Negative,Positive,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Positive,Yes,"der Auto , während niemand unter niemand trotzdem denken konnte , auf der Buch ich denken . sie schreiben eine ein Hund , obwohl zu tanzen gern man trotzdem Mond bauen .",--,
AX11,BX0,LX_K,RES_ID_b99e65f5,COL_ID_dd749a78,2024-11-07 07:43:58,2024-11-07 07:46:57,IP_e9db5f85,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,die Auto Gerät Begriff war schnell oft unter Kuchen zu testen aber dieser komplex Keks zu tanzen ohne ein Kuchen aber eine Stuhl !,"die Kuchen unter ein Stuhl war eine dieser Katze singen ... bald wäre jemand heute zu essen , man trotzdem dieser praktisch Buch sind und dass man lesen ? plötzlich du bald , heute oft bald",
